Assay Name	descriptors_name	label	CT-Tot	TP	FP	FN	TN	BA	OR	P-Val	Inv OR	Inv P-val
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-17	bond:C(~Z)~C~Q_a-halocarbonyl	57	20	37	470	2980	0.514276266	3.427257061	4.35106E-05	0.291778535	0.999988198
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-187	bond:CX_halide_aromatic-X_halo_phenol_meta	34	12	22	478	2995	0.508598864	3.417649269	0.001420267	0.292598784	0.999630868
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-190	bond:CX_halide_aromatic-X_trihalo_benzene_(1_2_3-)	20	7	13	483	3004	0.504988372	3.348940849	0.014911981	0.298601866	0.996312976
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-324	bond:metal_group_III_other_generic	20	9	11	481	3006	0.507360697	5.113211155	0.000755214	0.195571825	0.999871612
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-338	bond:metal_group_III_other_Sn_generic	13	8	5	482	3012	0.50733465	9.998340607	9.27854E-05	0.100016601	0.999991953
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-339	bond:metal_group_III_other_Sn_halide	8	5	3	485	3014	0.504604876	10.3573885	0.002030777	0.096549436	0.999842286
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-340	bond:metal_group_III_other_Sn_organo	13	8	5	482	3012	0.50733465	9.998340607	9.27854E-05	0.100016601	0.999991953
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-361	bond:metal_metalloid_oxo	4	3	1	487	3016	0.502895474	18.57905579	0.009721688	0.053824048	0.999622881
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-460	chain:alkeneLinear_diene_1_3-butene	25	11	14	479	3003	0.508904278	4.925887108	0.000247364	0.203009114	0.999955356
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-461	chain:alkeneLinear_diene_1_4-diene	8	4	4	486	3013	0.503418744	6.199588299	0.016550982	0.161301032	0.99796921
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-471	chain:alkyne_ethyne_generic	30	10	20	480	2997	0.506889522	3.121875048	0.005636297	0.320320308	0.998434067
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-474	chain:aromaticAlkane_Ar-C-Ar	121	58	63	432	2954	0.548742831	6.295267582	5.26E-20	0.158849478	1
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-479	chain:aromaticAlkane_Ph-C1-Ph	111	53	58	437	2959	0.544469416	6.187445641	3.05E-18	0.161617577	1
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-488	chain:aromaticAlkene_Ph-C2_acyclic_generic	83	29	54	461	2963	0.520642579	3.451715231	9.10517E-07	0.289711028	0.999999762
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-490	chain:aromaticAlkene_Ph-C2	69	23	46	467	2971	0.515845895	3.180942297	3.02421E-05	0.314372271	0.999991119
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-5	atom:element_metal_poor_metal	20	9	11	481	3006	0.507360697	5.113211155	0.000755214	0.195571825	0.999871612
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-566	group:ligand_path_5_bidentate_ACAC	8	4	4	486	3013	0.503418744	6.199588299	0.016550982	0.161301032	0.99796921
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-572	group:ligand_path_5_bidentate_propandiamine	14	5	9	485	3008	0.503610492	3.445590019	0.035349317	0.290226072	0.991986215
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-602	ring:fused_steroid_generic_[5_6_6_6]	56	18	38	472	2979	0.512069702	2.989629745	0.000371503	0.334489584	0.999886036
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-611	ring:hetero_[5]_N_pyrazole	20	7	13	483	3004	0.504988372	3.348940849	0.014911981	0.298601866	0.996312976
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-612	ring:hetero_[5]_N_pyrrole	32	14	18	476	2999	0.51130259	4.900326729	3.7833E-05	0.20406802	0.999992967
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-640	ring:hetero_[5_6]_N_indole	22	8	14	482	3003	0.505843103	3.560165882	0.007251619	0.280885786	0.99827522
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-645	ring:hetero_[5_6]_O_benzodioxole_(1_3-)	16	6	10	484	3007	0.504465163	3.727685928	0.016713461	0.268262953	0.996364355
AEID:100_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-652	ring:hetero_[6]_N_piperidine	61	23	38	467	2979	0.517171741	3.860982656	2.82649E-06	0.259001404	0.999999285
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-109	bond:CN_amine_ter-N_aromatic_aliphatic	83	23	60	390	3034	0.518148839	2.982136726	4.99676E-05	0.335330039	0.999984324
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-117	bond:COC_ether_aromatic	71	27	44	386	3050	0.525577128	4.848680973	7.67531E-09	0.206241652	1
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-139	bond:CX_halide_alkenyl-X_acyclic_generic	29	9	20	404	3074	0.507663846	3.4240098	0.004601643	0.292055219	0.99884218
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-140	bond:CX_halide_alkenyl-X_dihalo_(1_1-)	11	4	7	409	3087	0.503711402	4.312958241	0.03183046	0.231859416	0.994424045
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-142	bond:CX_halide_alkenyl-X_generic	62	19	43	394	3051	0.516053498	3.421614885	5.05498E-05	0.292259663	0.999986351
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-148	bond:CX_halide_alkyl-F_perfluoro_ethyl	22	8	14	405	3080	0.507422805	4.345678806	0.002469092	0.23011364	0.999514163
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-149	bond:CX_halide_alkyl-F_perfluoro_hexyl	15	5	10	408	3084	0.504437208	3.779411793	0.024328066	0.264591426	0.994930148
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-150	bond:CX_halide_alkyl-F_perfluoro_octyl	8	5	3	408	3091	0.505568445	12.62663364	0.000914706	0.079197668	0.999941349
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-151	bond:CX_halide_alkyl-F_tetrafluoro_(1_1_1_2-)	21	7	14	406	3080	0.506212115	3.793103456	0.007940221	0.263636351	0.998252094
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-152	bond:CX_halide_alkyl-F_trifluoro_(1_1_1-)	104	43	61	370	3033	0.542200327	5.778422832	5.85522E-15	0.173057601	1
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-155	bond:CX_halide_alkyl-X_benzyl_alkane	64	24	40	389	3054	0.522591591	4.710539818	7.40123E-08	0.2122899	1
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-159	bond:CX_halide_alkyl-X_dihalo_(1_1-)	182	55	127	358	2967	0.54606235	3.589165449	4.701E-12	0.278616309	1
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-168	bond:CX_halide_alkyl-X_tetrahalo_(1_1_2_2-)	24	8	16	405	3078	0.507099569	3.799999952	0.004591522	0.263157904	0.998971283
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-169	bond:CX_halide_alkyl-X_trihalo_(1_1_1-)	130	44	86	369	3008	0.539370894	4.170668602	1.15652E-11	0.239769712	1
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-170	bond:CX_halide_alkyl-X_trihalo_(1_1_2-)	32	10	22	403	3072	0.50855124	3.46492219	0.002692471	0.288606763	0.99932158
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-181	bond:CX_halide_aromatic-X_dihalo_benzene_(1_3-)	166	47	119	366	2975	0.537669957	3.210382462	2.27078E-09	0.311489373	1
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-183	bond:CX_halide_aromatic-X_ether_aromatic_(Ph-O-Ph)	70	27	43	386	3051	0.525738716	4.963068008	5.3287E-09	0.201488286	1
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-184	bond:CX_halide_aromatic-X_ether_aromatic_(Ph-O-Ph)_generic	23	13	10	400	3084	0.514122486	10.02299976	2.63755E-07	0.099770531	1
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-185	bond:CX_halide_aromatic-X_generic	507	132	375	281	2719	0.599205136	3.406007051	1.51E-22	0.29359892	1
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-187	bond:CX_halide_aromatic-X_halo_phenol_meta	34	14	20	399	3074	0.513717115	5.392982483	1.19196E-05	0.185426161	0.999997973
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-188	bond:CX_halide_aromatic-X_halo_phenol_ortho	96	35	61	378	3033	0.532515109	4.603825092	1.62881E-10	0.21721068	1
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-189	bond:CX_halide_aromatic-X_halo_phenol_para	93	31	62	382	3032	0.527510881	3.968586445	2.30797E-08	0.251978904	1
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-191	bond:CX_halide_aromatic-X_trihalo_benzene_(1_3_5-)	22	9	13	404	3081	0.508795023	5.27970314	0.000485808	0.189404592	0.999919713
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-225	bond:NN=N_triazene	7	3	4	410	3090	0.502985537	5.652439117	0.039476424	0.176914781	0.995041728
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-237	bond:P=O_phosphate_dithio	21	10	11	403	3083	0.510328889	6.954658031	4.88556E-05	0.143788517	0.999993742
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-239	bond:P=O_phosphate_thioate	21	8	13	405	3081	0.507584393	4.681481361	0.001747898	0.213607594	0.999680102
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-260	bond:P~S_generic	59	20	39	393	3055	0.51791054	3.986429214	5.82988E-06	0.250851065	0.999998629
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-295	bond:S=O_sulfoxide	11	5	6	408	3088	0.505083621	6.307189465	0.005575965	0.158549219	0.999292314
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-302	bond:X[any]_halide	876	200	676	213	2418	0.632887065	3.358613253	2.19E-28	0.29774195	1
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-32	bond:C(=O)N_carbamate_thio_generic	15	5	10	408	3084	0.504437208	3.779411793	0.024328066	0.264591426	0.994930148
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-433	chain:alkaneCyclic_propyl_C3	35	17	18	396	3076	0.517672241	7.336139202	7.09411E-08	0.136311486	1
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-471	chain:alkyne_ethyne_generic	30	9	21	404	3073	0.507502198	3.259901047	0.005906125	0.306757778	0.998442173
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-494	chain:aromaticAlkene_Ph-C2_cyclic	46	14	32	399	3062	0.511777878	3.357456207	0.000538357	0.297844559	0.99985522
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-586	ring:aromatic_benzene	1837	326	1511	87	1583	0.65049082	3.925679207	1.64E-32	0.254732996	1
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-589	ring:fused_[5_6]_indane	14	5	9	408	3085	0.504598856	4.200707912	0.017908663	0.23805511	0.996628106
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-611	ring:hetero_[5]_N_pyrazole	20	6	14	407	3080	0.505001485	3.243243217	0.023560494	0.308333337	0.994123876
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-612	ring:hetero_[5]_N_pyrrole	32	11	21	402	3073	0.509923518	4.004146099	0.000678444	0.249741152	0.999849796
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-617	ring:hetero_[5]_N_triazole_(1_2_4-)	36	14	22	399	3072	0.513393879	4.899521351	2.59904E-05	0.204101563	0.999995172
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-618	ring:hetero_[5]_N_triazole_(1_3_4-)	42	15	27	398	3067	0.513796508	4.28112793	4.3692E-05	0.233583301	0.999990642
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-625	ring:hetero_[5]_O_furan	35	10	25	403	3069	0.508066475	3.046153784	0.005538684	0.328282833	0.998420417
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-631	ring:hetero_[5]_Z_1_2_4_1_3_4-Z	56	19	37	394	3057	0.517023087	3.984291315	9.87455E-06	0.250985652	0.999997675
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-640	ring:hetero_[5_6]_N_indole	22	7	15	406	3079	0.506050527	3.539080381	0.010493414	0.282559276	0.997530937
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-645	ring:hetero_[5_6]_O_benzodioxole_(1_3-)	16	5	11	408	3083	0.50427562	3.434714794	0.032059029	0.291144997	0.992680073
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-646	ring:hetero_[5_6]_O_benzofuran	9	4	5	409	3089	0.504034579	6.042053699	0.014715263	0.165506631	0.998139977
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-648	ring:hetero_[5_7]_Z_generic	10	4	6	409	3088	0.503872991	5.033414841	0.022283372	0.19867228	0.996636927
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-689	ring:hetero_[6_6]_O_benzopyran	45	15	30	398	3064	0.513311684	3.849246264	0.000109131	0.259791136	0.999974132
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-690	ring:hetero_[6_6]_O_benzopyrone_(1_2-)	15	6	9	407	3085	0.505809486	5.053235054	0.005069853	0.197893023	0.999175072
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-697	ring:hetero_[6_6_6]_O_benzopyran_dibenzo[b_e]	9	4	5	409	3089	0.504034579	6.042053699	0.014715263	0.165506631	0.998139977
AEID:101_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-704	ring:hetero_[7]_N_diazepine_(1_4-)	7	3	4	410	3090	0.502985537	5.652439117	0.039476424	0.176914781	0.995041728
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-117	bond:COC_ether_aromatic	71	27	44	524	2912	0.517058432	3.410131931	3.3832E-06	0.293243796	0.999999046
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-123	bond:COH_alcohol_aromatic	372	130	242	421	2714	0.577033639	3.463025808	1.36E-22	0.288764805	1
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-124	bond:COH_alcohol_aromatic_phenol	362	128	234	423	2722	0.576571941	3.519993544	9.24E-23	0.284091443	1
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-137	bond:CX_halide_alkenyl-Cl_dichloro_(1_1-)	10	5	5	546	2951	0.503691494	5.404761791	0.011920398	0.185022026	0.998254418
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-140	bond:CX_halide_alkenyl-X_dihalo_(1_1-)	11	5	6	546	2950	0.503522336	4.502441883	0.019075563	0.222101688	0.996665776
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-147	bond:CX_halide_alkyl-F_perfluoro_butyl	18	9	9	542	2947	0.506644666	5.437269211	0.00070053	0.183915854	0.999888122
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-148	bond:CX_halide_alkyl-F_perfluoro_ethyl	22	11	11	540	2945	0.508121252	5.45370388	0.00017559	0.183361635	0.99997139
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-149	bond:CX_halide_alkyl-F_perfluoro_hexyl	15	9	6	542	2950	0.507152081	8.164206505	0.000112579	0.122485876	0.99998796
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-150	bond:CX_halide_alkyl-F_perfluoro_octyl	8	6	2	545	2954	0.50510633	16.26054955	0.00030921	0.061498534	0.999984205
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-151	bond:CX_halide_alkyl-F_tetrafluoro_(1_1_1_2-)	21	10	11	541	2945	0.507213771	4.948748112	0.000575617	0.202071309	0.999897897
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-152	bond:CX_halide_alkyl-F_trifluoro_(1_1_1-)	104	36	68	515	2888	0.521165848	2.968817711	1.14079E-06	0.336834401	0.999999642
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-168	bond:CX_halide_alkyl-X_tetrahalo_(1_1_2_2-)	24	11	13	540	2943	0.507782936	4.61153841	0.000459642	0.216847375	0.999911726
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-170	bond:CX_halide_alkyl-X_trihalo_(1_1_2-)	32	13	19	538	2937	0.50858295	3.735178947	0.000595444	0.267724782	0.999857128
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-174	bond:CX_halide_aromatic-Cl_dichloro_pyridine_(1_2-)	12	5	7	546	2949	0.503353179	3.857927799	0.028563349	0.259206504	0.994207323
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-176	bond:CX_halide_aromatic-Cl_dichloro_pyridine_(1_4-)	13	5	8	546	2948	0.503184021	3.374542236	0.040571708	0.296336502	0.990650058
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-181	bond:CX_halide_aromatic-X_dihalo_benzene_(1_3-)	166	60	106	491	2850	0.536516845	3.285555124	3.01488E-11	0.304362565	1
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-183	bond:CX_halide_aromatic-X_ether_aromatic_(Ph-O-Ph)	70	27	43	524	2913	0.51722759	3.490635633	2.45257E-06	0.286480784	0.999999344
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-184	bond:CX_halide_aromatic-X_ether_aromatic_(Ph-O-Ph)_generic	23	14	9	537	2947	0.511181831	8.536726952	9.86897E-07	0.117140919	0.999999881
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-185	bond:CX_halide_aromatic-X_generic	507	163	344	388	2612	0.58972615	3.189852476	3.43E-24	0.313494116	1
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-187	bond:CX_halide_aromatic-X_halo_phenol_meta	34	22	12	529	2944	0.517933905	10.20289898	1.2098E-10	0.098011367	1
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-188	bond:CX_halide_aromatic-X_halo_phenol_ortho	96	47	49	504	2907	0.534361482	5.532434464	9.7102E-15	0.180752262	1
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-189	bond:CX_halide_aromatic-X_halo_phenol_para	93	41	52	510	2904	0.528409421	4.489592552	3.96079E-11	0.222737357	1
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-191	bond:CX_halide_aromatic-X_trihalo_benzene_(1_3_5-)	22	8	14	543	2942	0.504891455	3.096027374	0.014649762	0.32299456	0.996026754
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-239	bond:P=O_phosphate_thioate	21	12	9	539	2947	0.509366989	7.290043354	1.51497E-05	0.137173399	0.999998152
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-260	bond:P~S_generic	59	21	38	530	2918	0.512628675	3.042601824	0.00013013	0.328666091	0.999960363
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-272	bond:S(=O)N_sulfonamide_ab-unsaturated	3	3	0	548	2956	0.502722323	100000000	0.003860566	0	1
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-32	bond:C(=O)N_carbamate_thio_generic	15	7	8	544	2948	0.504998922	4.741727829	0.004620938	0.210893586	0.999185264
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-324	bond:metal_group_III_other_generic	20	10	10	541	2946	0.507382929	5.445471287	0.000350135	0.183638826	0.999943435
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-326	bond:metal_group_III_other_generic_oxy	7	4	3	547	2953	0.50312233	7.198050022	0.014195493	0.138926521	0.998500288
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-338	bond:metal_group_III_other_Sn_generic	13	10	3	541	2953	0.508566976	18.19470024	1.55307E-06	0.054961056	0.99999994
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-339	bond:metal_group_III_other_Sn_halide	8	5	3	546	2953	0.504029751	9.014041901	0.003483881	0.110938028	0.999690771
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-340	bond:metal_group_III_other_Sn_organo	13	10	3	541	2953	0.508566976	18.19470024	1.55307E-06	0.054961056	0.99999994
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-342	bond:metal_group_III_other_Sn_oxy	4	4	0	547	2956	0.503629744	100000000	0.000603764	0	1
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-433	chain:alkaneCyclic_propyl_C3	35	16	19	535	2937	0.511305273	4.622921944	2.43714E-05	0.216313422	0.999995172
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-5	atom:element_metal_poor_metal	20	10	10	541	2946	0.507382929	5.445471287	0.000350135	0.183638826	0.999943435
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-536	group:aminoAcid_tyrosine	4	4	0	547	2956	0.503629744	100000000	0.000603764	0	1
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-586	ring:aromatic_benzene	1837	421	1416	130	1540	0.642519832	3.522055626	1.79E-36	0.283925086	1
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-615	ring:hetero_[5]_N_tetrazole	3	3	0	548	2956	0.502722323	100000000	0.003860566	0	1
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-620	ring:hetero_[5]_N_O_oxazole	7	4	3	547	2953	0.50312233	7.198050022	0.014195493	0.138926521	0.998500288
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-628	ring:hetero_[5]_S_thiophene	19	7	12	544	2944	0.50432229	3.156862736	0.020475086	0.316770196	0.994658709
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-629	ring:hetero_[5]_Z_1_2_3_4-Z	4	3	1	548	2955	0.502553165	16.17700768	0.013630969	0.06181613	0.999396265
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-644	ring:hetero_[5_6]_N_S_benzothiazole_(1_3-)	13	5	8	546	2948	0.503184021	3.374542236	0.040571708	0.296336502	0.990650058
AEID:102_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-691	ring:hetero_[6_6]_O_benzopyrone_(1_4-)	14	8	6	543	2950	0.506244659	7.243707657	0.00044024	0.138050854	0.999947727
AEID:103_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-117	bond:COC_ether_aromatic	71	58	13	1635	1801	0.513546109	4.914514065	4.51683E-09	0.203478917	1
AEID:103_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-137	bond:CX_halide_alkenyl-Cl_dichloro_(1_1-)	10	9	1	1684	1813	0.502382398	9.689430237	0.007981299	0.103205249	0.999321997
AEID:103_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-139	bond:CX_halide_alkenyl-X_acyclic_generic	29	22	7	1671	1807	0.504567921	3.398649216	0.002241544	0.294234544	0.999406576
AEID:103_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-140	bond:CX_halide_alkenyl-X_dihalo_(1_1-)	11	10	1	1683	1813	0.502677679	10.77243042	0.00419494	0.092829563	0.999673724
AEID:103_invitrodb_v3_1_baseline_hitc_MC_20190516	Txp-146	bond:CX_halide_alkyl-Cl_trichloro_(1_1_1-)	23	18	5	1675	1809	0.50393784	3.888000011	0.00319412	0.257201642	0.999272346
