Assay Name	descriptors_name	label	CT-Tot	TP	FP	FN	TN	BA	OR	P-Val	Inv OR	Inv P-val
ACEA_ER_80hr_AEID:2	Txp-76	bond:CC(=O)C_ketone_alkane_cyclic	66	30	36	273	1398	0.5369526743888855	4.267399311065674	0.00000006447202594017654	0.2343347668647766	1
ACEA_ER_80hr_AEID:2	Txp-78	bond:CC(=O)C_ketone_alkane_cyclic_(C5)	8	6	2	297	1432	0.5092036128044128	14.464646339416504	0.0005510628689080477	0.06913407891988754	0.9999684691429138
ACEA_ER_80hr_AEID:2	Txp-80	bond:CC(=O)C_ketone_alkene_cyclic_(C6)	24	14	10	289	1424	0.5196155309677124	6.898270130157471	0.000006726365882059326	0.14496389031410217	0.9999991059303284
ACEA_ER_80hr_AEID:2	Txp-83	bond:CC(=O)C_ketone_alkene_cyclic_2-en-1-one_generic	59	27	32	276	1402	0.53339684009552	4.28600549697876	0.00000026083770876539347	0.23331747949123383	0.9999999403953552
ACEA_ER_80hr_AEID:2	Txp-85	bond:CC(=O)C_ketone_alkene_generic	56	27	29	276	1405	0.5344429016113281	4.739505290985107	0.00000006640813410285773	0.2109924852848053	1
ACEA_ER_80hr_AEID:2	Txp-97	bond:CN_amine_aromatic_benzidine	5	3	2	300	1432	0.5042531490325928	7.159999847412109	0.03992658853530884	0.13966479897499084	0.9960744380950928
APR_Hepat_Apoptosis_1hr_up_AEID:1138	Txp-302	bond:X[any]_halide	169	8	161	1	135	0.6724849939346313	6.708074569702148	0.038419000804424286	0.14907407760620117	0.9955339431762695
APR_Hepat_Apoptosis_1hr_up_AEID:1138	Txp-477	chain:aromaticAlkane_Ph-C1_acyclic_generic	104	6	98	3	198	0.667792797088623	4.040816307067871	0.0448283776640892	0.24747474491596222	0.991381824016571
APR_Hepat_Apoptosis_24hr_up_AEID:1154	Txp-123	bond:COH_alcohol_aromatic	9	4	5	41	255	0.5348290801048279	4.97560977935791	0.02992056868970394	0.20098039507865906	0.9954812526702881
APR_Hepat_Apoptosis_24hr_up_AEID:1154	Txp-124	bond:COH_alcohol_aromatic_phenol	9	4	5	41	255	0.5348290801048279	4.97560977935791	0.02992056868970394	0.20098039507865906	0.9954812526702881
APR_Hepat_Apoptosis_24hr_up_AEID:1154	Txp-132	bond:COH_alcohol_ter-alkyl	6	3	3	42	257	0.5275641083717346	6.11904764175415	0.043634772300720215	0.16342411935329437	0.9949793219566345
APR_Hepat_Apoptosis_24hr_up_AEID:1154	Txp-163	bond:CX_halide_alkyl-X_ethyl_generic	8	4	4	41	256	0.5367521643638611	6.243902206420898	0.018630873411893845	0.16015625	0.9977414011955261
APR_Hepat_Apoptosis_24hr_up_AEID:1154	Txp-165	bond:CX_halide_alkyl-X_primary	8	4	4	41	256	0.5367521643638611	6.243902206420898	0.018630873411893845	0.16015625	0.9977414011955261
APR_Hepat_Apoptosis_24hr_up_AEID:1154	Txp-17	bond:C(~Z)~C~Q_a-halocarbonyl	13	5	8	40	252	0.5401709675788879	3.9375	0.02890162542462349	0.2539682686328888	0.9942735433578491
APR_Hepat_Apoptosis_24hr_up_AEID:1154	Txp-30	bond:C(=O)N_carbamate_dithio	4	3	1	42	259	0.531410276889801	18.5	0.010857702232897282	0.054054055362939835	0.9995785355567932
APR_Hepat_Apoptosis_24hr_up_AEID:1154	Txp-472	chain:aromaticAlkane_Ar-C_meta	9	4	5	41	255	0.5348290801048279	4.97560977935791	0.02992056868970394	0.20098039507865906	0.9954812526702881
APR_Hepat_Apoptosis_24hr_up_AEID:1154	Txp-586	ring:aromatic_benzene	194	37	157	8	103	0.6091880202293396	3.034235715866089	0.003036319278180599	0.32957229018211365	0.9990946054458618
APR_Hepat_Apoptosis_24hr_up_AEID:1154	Txp-610	ring:hetero_[5]_N_imidazole	6	3	3	42	257	0.5275641083717346	6.11904764175415	0.043634772300720215	0.16342411935329437	0.9949793219566345
APR_Hepat_Apoptosis_24hr_up_AEID:1154	Txp-611	ring:hetero_[5]_N_pyrazole	7	4	3	41	257	0.5386751890182495	8.357723236083984	0.010444740764796734	0.11964980512857437	0.9990473389625549
APR_Hepat_Apoptosis_24hr_up_AEID:1154	Txp-632	ring:hetero_[5]_Z_1_2-Z	10	4	6	41	254	0.5329059958457947	4.1300811767578125	0.04450944811105728	0.2421259880065918	0.991962730884552
APR_Hepat_Apoptosis_48hr_up_AEID:1170	Txp-13	bond:C#N_nitrile_generic	21	7	14	41	243	0.5456793308258057	2.9634146690368652	0.03109568916261196	0.3374485671520233	0.9914553165435791
APR_Hepat_Apoptosis_48hr_up_AEID:1170	Txp-263	bond:QQ(Q~O_S)_sulfur_oxide	5	3	2	45	255	0.5273589491844177	8.5	0.0291652362793684	0.11764705926179886	0.9975697994232178
APR_Hepat_Apoptosis_48hr_up_AEID:1170	Txp-577	group:ligand_path_5-7_bidentate	9	4	5	44	252	0.5319390296936035	4.581818103790283	0.03738992288708687	0.2182539701461792	0.9938991665840149
APR_Hepat_Apoptosis_48hr_up_AEID:1170	Txp-610	ring:hetero_[5]_N_imidazole	6	4	2	44	255	0.5377756357192993	11.590909004211426	0.006440469529479742	0.08627451211214066	0.9995748996734619
APR_Hepat_Apoptosis_48hr_up_AEID:1170	Txp-611	ring:hetero_[5]_N_pyrazole	7	5	2	43	255	0.5481922626495361	14.825581550598145	0.0013102961238473654	0.06745097786188126	0.9999290108680725
APR_Hepat_Apoptosis_48hr_up_AEID:1170	Txp-624	ring:hetero_[5]_O_dioxolane_(1_3-)	6	3	3	45	254	0.525413453578949	5.644444465637207	0.05189000442624092	0.17716535925865173	0.9935595393180847
APR_Hepat_Apoptosis_48hr_up_AEID:1170	Txp-632	ring:hetero_[5]_Z_1_2-Z	10	5	5	43	252	0.5423557162284851	5.860465049743652	0.010751917958259583	0.170634925365448	0.9985502362251282
APR_Hepat_CellLoss_24hr_dn_AEID:1155	Txp-123	bond:COH_alcohol_aromatic	9	6	3	48	248	0.5495794415473938	10.333333015441895	0.0013080006465315819	0.09677419066429138	0.9998957514762878
APR_Hepat_CellLoss_24hr_dn_AEID:1155	Txp-124	bond:COH_alcohol_aromatic_phenol	9	6	3	48	248	0.5495794415473938	10.333333015441895	0.0013080006465315819	0.09677419066429138	0.9998957514762878
APR_Hepat_CellLoss_24hr_dn_AEID:1155	Txp-263	bond:QQ(Q~O_S)_sulfur_oxide	5	3	2	51	249	0.5237936973571777	7.323529243469238	0.040446165949106216	0.13654617965221405	0.9961215257644653
APR_Hepat_CellLoss_24hr_dn_AEID:1155	Txp-30	bond:C(=O)N_carbamate_dithio	4	3	1	51	250	0.5257857441902161	14.70588207244873	0.01850556954741478	0.06800000369548798	0.9991053938865662
APR_Hepat_CellLoss_24hr_dn_AEID:1155	Txp-479	chain:aromaticAlkane_Ph-C1-Ph	7	4	3	50	248	0.5310609340667725	6.613333225250244	0.020448913797736168	0.15120968222618103	0.9976704120635986
APR_Hepat_CellLoss_24hr_dn_AEID:1155	Txp-586	ring:aromatic_benzene	194	46	148	8	103	0.6311051845550537	4.0016889572143555	0.00013011027476750314	0.24989446997642517	0.9999698996543884
APR_Hepat_CellLoss_24hr_dn_AEID:1155	Txp-588	ring:aromatic_phenyl	28	12	16	42	235	0.5792385935783386	4.1964287757873535	0.0009530466049909592	0.23829787969589233	0.9997991919517517
APR_Hepat_CellLoss_24hr_dn_AEID:1155	Txp-611	ring:hetero_[5]_N_pyrazole	7	4	3	50	248	0.5310609340667725	6.613333225250244	0.020448913797736168	0.15120968222618103	0.9976704120635986
APR_Hepat_CellLoss_48hr_dn_AEID:1171	Txp-123	bond:COH_alcohol_aromatic	9	6	3	34	262	0.5693396329879761	15.411765098571777	0.00022271582565736026	0.06488549709320068	0.9999879598617554
APR_Hepat_CellLoss_48hr_dn_AEID:1171	Txp-124	bond:COH_alcohol_aromatic_phenol	9	6	3	34	262	0.5693396329879761	15.411765098571777	0.00022271582565736026	0.06488549709320068	0.9999879598617554
APR_Hepat_CellLoss_48hr_dn_AEID:1171	Txp-30	bond:C(=O)N_carbamate_dithio	4	3	1	37	264	0.5356131792068481	21.405405044555664	0.007664641365408897	0.046717170625925064	0.9997414946556091
APR_Hepat_CellLoss_48hr_dn_AEID:1171	Txp-479	chain:aromaticAlkane_Ph-C1-Ph	7	3	4	37	261	0.5299528241157532	5.29054069519043	0.050356920808553696	0.18901659548282623	0.9933048486709595
APR_Hepat_CellLoss_48hr_dn_AEID:1171	Txp-611	ring:hetero_[5]_N_pyrazole	7	4	3	36	262	0.5443395972251892	9.703703880310059	0.006695168558508158	0.10305343568325043	0.9994708299636841
APR_Hepat_CellLoss_48hr_dn_AEID:1171	Txp-632	ring:hetero_[5]_Z_1_2-Z	10	4	6	36	259	0.5386792421340942	4.796296119689941	0.0297816414386034	0.20849420130252838	0.9953258633613586
APR_Hepat_CellLoss_48hr_dn_AEID:1171	Txp-73	bond:C=S_carbonyl_thio_generic	7	4	3	36	262	0.5443395972251892	9.703703880310059	0.006695168558508158	0.10305343568325043	0.9994708299636841
APR_Hepat_DNADamage_1hr_up_AEID:1142	Txp-129	bond:COH_alcohol_generic	25	3	22	8	272	0.5989486575126648	4.636363506317139	0.051825106143951416	0.21568627655506134	0.9921023845672607
APR_Hepat_DNADamage_1hr_up_AEID:1142	Txp-438	chain:alkaneLinear_ethyl_C2_(connect_noZ_CN=4)	78	6	72	5	222	0.6502782702445984	3.700000047683716	0.03537297248840332	0.2702702581882477	0.9924535155296326
APR_Hepat_DNADamage_1hr_up_AEID:1142	Txp-477	chain:aromaticAlkane_Ph-C1_acyclic_generic	104	7	97	4	197	0.6532158255577087	3.554123640060425	0.040723007172346115	0.281363308429718	0.9908883571624756
APR_Hepat_DNADamage_24hr_up_AEID:1158	Txp-114	bond:COC_ether_aliphatic	23	10	13	47	235	0.5615096092224121	3.846153736114502	0.0038318061269819736	0.25999999046325684	0.9991399049758911
APR_Hepat_DNADamage_24hr_up_AEID:1158	Txp-163	bond:CX_halide_alkyl-X_ethyl_generic	8	4	4	53	244	0.527023196220398	4.603773593902588	0.042796894907951355	0.21721310913562775	0.9930927157402039
APR_Hepat_DNADamage_24hr_up_AEID:1158	Txp-165	bond:CX_halide_alkyl-X_primary	8	4	4	53	244	0.527023196220398	4.603773593902588	0.042796894907951355	0.21721310913562775	0.9930927157402039
APR_Hepat_DNADamage_24hr_up_AEID:1158	Txp-30	bond:C(=O)N_carbamate_dithio	4	3	1	54	247	0.524299681186676	13.722222328186035	0.02164383791387081	0.07287449389696121	0.9988826513290405
APR_Hepat_DNADamage_24hr_up_AEID:1158	Txp-479	chain:aromaticAlkane_Ph-C1-Ph	7	4	3	53	245	0.5290393233299255	6.163522243499756	0.024852080270648003	0.16224490106105804	0.9969746470451355
APR_Hepat_DNADamage_24hr_up_AEID:1158	Txp-611	ring:hetero_[5]_N_pyrazole	7	4	3	53	245	0.5290393233299255	6.163522243499756	0.024852080270648003	0.16224490106105804	0.9969746470451355
APR_Hepat_DNADamage_48hr_up_AEID:1174	Txp-114	bond:COC_ether_aliphatic	23	9	14	48	234	0.5507215857505798	3.1339285373687744	0.014223956502974033	0.31908831000328064	0.9961681962013245
APR_Hepat_DNADamage_48hr_up_AEID:1174	Txp-163	bond:CX_halide_alkyl-X_ethyl_generic	8	4	4	53	244	0.527023196220398	4.603773593902588	0.042796894907951355	0.21721310913562775	0.9930927157402039
APR_Hepat_DNADamage_48hr_up_AEID:1174	Txp-165	bond:CX_halide_alkyl-X_primary	8	4	4	53	244	0.527023196220398	4.603773593902588	0.042796894907951355	0.21721310913562775	0.9930927157402039
APR_Hepat_DNADamage_48hr_up_AEID:1174	Txp-17	bond:C(~Z)~C~Q_a-halocarbonyl	13	6	7	51	241	0.5385186672210693	4.05042028427124	0.01942351460456848	0.2468879669904709	0.9961502552032471
APR_Hepat_DNADamage_48hr_up_AEID:1174	Txp-263	bond:QQ(Q~O_S)_sulfur_oxide	5	3	2	54	246	0.5222835540771484	6.833333492279053	0.04690980538725853	0.1463414579629898	0.9952001571655273
APR_Hepat_DNADamage_48hr_up_AEID:1174	Txp-30	bond:C(=O)N_carbamate_dithio	4	3	1	54	247	0.524299681186676	13.722222328186035	0.02164383791387081	0.07287449389696121	0.9988826513290405
APR_Hepat_DNADamage_48hr_up_AEID:1174	Txp-423	chain:alkaneBranch_t-butyl_C4	19	8	11	49	237	0.5479980111122131	3.517625331878662	0.012821266427636147	0.28428271412849426	0.9969554543495178
APR_Hepat_DNADamage_48hr_up_AEID:1174	Txp-610	ring:hetero_[5]_N_imidazole	6	4	2	53	246	0.5310554504394531	9.283019065856934	0.01237964816391468	0.10772357881069183	0.9989900588989258
APR_Hepat_DNADamage_48hr_up_AEID:1174	Txp-611	ring:hetero_[5]_N_pyrazole	7	5	2	52	246	0.5398274064064026	11.826923370361328	0.00302532478235662	0.08455284684896469	0.9997962117195129
APR_Hepat_DNADamage_48hr_up_AEID:1174	Txp-624	ring:hetero_[5]_O_dioxolane_(1_3-)	6	4	2	53	246	0.5310554504394531	9.283019065856934	0.01237964816391468	0.10772357881069183	0.9989900588989258
APR_Hepat_DNADamage_48hr_up_AEID:1174	Txp-632	ring:hetero_[5]_Z_1_2-Z	10	5	5	52	243	0.5337790250778198	4.67307710647583	0.02281477488577366	0.21399177610874176	0.996191143989563
APR_Hepat_DNADamage_48hr_up_AEID:1174	Txp-73	bond:C=S_carbonyl_thio_generic	7	4	3	53	245	0.5290393233299255	6.163522243499756	0.024852080270648003	0.16224490106105804	0.9969746470451355
APR_Hepat_DNATexture_1hr_dn_AEID:1143	Txp-94	bond:CN_amine_aliphatic_generic	28	3	25	5	272	0.6454124450683594	6.5279998779296875	0.02847311459481716	0.15318627655506134	0.9968851804733276
APR_Hepat_DNATexture_24hr_up_AEID:1160	Txp-123	bond:COH_alcohol_aromatic	9	5	4	53	243	0.5350062847137451	5.7311320304870605	0.014381835237145424	0.17448559403419495	0.998030424118042
APR_Hepat_DNATexture_24hr_up_AEID:1160	Txp-124	bond:COH_alcohol_aromatic_phenol	9	5	4	53	243	0.5350062847137451	5.7311320304870605	0.014381835237145424	0.17448559403419495	0.998030424118042
APR_Hepat_DNATexture_24hr_up_AEID:1160	Txp-163	bond:CX_halide_alkyl-X_ethyl_generic	8	5	3	53	244	0.5370305776596069	7.6729559898376465	0.007486129645258188	0.13032786548137665	0.9992287158966064
APR_Hepat_DNATexture_24hr_up_AEID:1160	Txp-165	bond:CX_halide_alkyl-X_primary	8	5	3	53	244	0.5370305776596069	7.6729559898376465	0.007486129645258188	0.13032786548137665	0.9992287158966064
APR_Hepat_DNATexture_24hr_up_AEID:1160	Txp-17	bond:C(~Z)~C~Q_a-halocarbonyl	13	6	7	52	240	0.5375540852546692	3.9560439586639404	0.021169766783714294	0.2527777850627899	0.9957106709480286
APR_Hepat_DNATexture_24hr_up_AEID:1160	Txp-263	bond:QQ(Q~O_S)_sulfur_oxide	5	3	2	55	245	0.5218135118484497	6.681818008422852	0.04918818920850754	0.14965985715389252	0.9948605298995972
APR_Hepat_DNATexture_24hr_up_AEID:1160	Txp-479	chain:aromaticAlkane_Ph-C1-Ph	7	4	3	54	244	0.5284098982810974	6.024691581726074	0.02644931897521019	0.16598360240459442	0.9967106580734253
APR_Hepat_DNATexture_24hr_up_AEID:1160	Txp-555	group:ligand_path_4_bidentate_aminoethanol	11	6	5	52	242	0.5416026711463928	5.584615230560303	0.007853453047573566	0.1790633648633957	0.998859167098999
APR_Hepat_DNATexture_24hr_up_AEID:1160	Txp-610	ring:hetero_[5]_N_imidazole	6	4	2	54	245	0.5304341912269592	9.074073791503906	0.01321505568921566	0.11020407825708389	0.9988983273506165
APR_Hepat_DNATexture_48hr_up_AEID:1176	Txp-123	bond:COH_alcohol_aromatic	9	5	4	50	246	0.5374545454978943	6.150000095367432	0.011346223764121532	0.16260161995887756	0.9985463619232178
APR_Hepat_DNATexture_48hr_up_AEID:1176	Txp-124	bond:COH_alcohol_aromatic_phenol	9	5	4	50	246	0.5374545454978943	6.150000095367432	0.011346223764121532	0.16260161995887756	0.9985463619232178
APR_Hepat_DNATexture_48hr_up_AEID:1176	Txp-144	bond:CX_halide_alkyl-Cl_dichloro_(1_1-)	12	5	7	50	243	0.5314545631408691	3.471428632736206	0.04578953981399536	0.2880658507347107	0.989830493927002
APR_Hepat_DNATexture_48hr_up_AEID:1176	Txp-163	bond:CX_halide_alkyl-X_ethyl_generic	8	5	3	50	247	0.5394545197486877	8.233333587646484	0.005850344430655241	0.12145748734474182	0.9994363784790039
APR_Hepat_DNATexture_48hr_up_AEID:1176	Txp-165	bond:CX_halide_alkyl-X_primary	8	5	3	50	247	0.5394545197486877	8.233333587646484	0.005850344430655241	0.12145748734474182	0.9994363784790039
APR_Hepat_DNATexture_48hr_up_AEID:1176	Txp-17	bond:C(~Z)~C~Q_a-halocarbonyl	13	7	6	48	244	0.5516363382339478	5.93055534362793	0.003077918430790305	0.16861826181411743	0.999566912651062
APR_Hepat_DNATexture_48hr_up_AEID:1176	Txp-30	bond:C(=O)N_carbamate_dithio	4	3	1	52	249	0.5252727270126343	14.365385055541992	0.01951753906905651	0.06961178034543991	0.9990352392196655
APR_Hepat_DNATexture_48hr_up_AEID:1176	Txp-479	chain:aromaticAlkane_Ph-C1-Ph	7	4	3	51	247	0.5303636193275452	6.457516193389893	0.021853052079677582	0.1548583060503006	0.9974538683891296
APR_Hepat_DNATexture_48hr_up_AEID:1176	Txp-588	ring:aromatic_phenyl	28	11	17	44	233	0.5659999847412109	3.4264705181121826	0.0045313164591789246	0.29184550046920776	0.998850405216217
APR_Hepat_DNATexture_48hr_up_AEID:1176	Txp-611	ring:hetero_[5]_N_pyrazole	7	5	2	50	248	0.541454553604126	12.399999618530273	0.002546141156926751	0.08064515888690948	0.9998360872268677
APR_Hepat_DNATexture_48hr_up_AEID:1176	Txp-632	ring:hetero_[5]_Z_1_2-Z	10	5	5	50	245	0.5354545712471008	4.900000095367432	0.019567763432860374	0.20408163964748383	0.9968752861022949
APR_Hepat_DNATexture_48hr_up_AEID:1176	Txp-73	bond:C=S_carbonyl_thio_generic	7	4	3	51	247	0.5303636193275452	6.457516193389893	0.021853052079677582	0.1548583060503006	0.9974538683891296
APR_Hepat_MitoFxnI_1hr_dn_AEID:1147	Txp-117	bond:COC_ether_aromatic	15	7	8	49	241	0.5464357137680054	4.3035712242126465	0.00947462860494852	0.23236514627933502	0.9981815814971924
APR_Hepat_MitoFxnI_1hr_dn_AEID:1147	Txp-123	bond:COH_alcohol_aromatic	9	5	4	51	245	0.5366107225418091	6.004901885986328	0.012300567701458931	0.16653060913085938	0.9983880519866943
APR_Hepat_MitoFxnI_1hr_dn_AEID:1147	Txp-124	bond:COH_alcohol_aromatic_phenol	9	5	4	51	245	0.5366107225418091	6.004901885986328	0.012300567701458931	0.16653060913085938	0.9983880519866943
APR_Hepat_MitoFxnI_1hr_dn_AEID:1147	Txp-13	bond:C#N_nitrile_generic	21	8	13	48	236	0.5453241467475891	3.0256409645080566	0.022568127140402794	0.3305084705352783	0.9938141703605652
APR_Hepat_MitoFxnI_1hr_dn_AEID:1147	Txp-183	bond:CX_halide_aromatic-X_ether_aromatic_(Ph-O-Ph)	15	7	8	49	241	0.5464357137680054	4.3035712242126465	0.00947462860494852	0.23236514627933502	0.9981815814971924
APR_Hepat_MitoFxnI_1hr_dn_AEID:1147	Txp-189	bond:CX_halide_aromatic-X_halo_phenol_para	18	7	11	49	238	0.540411651134491	3.090909004211426	0.029431721195578575	0.3235294222831726	0.9922531843185425
APR_Hepat_MitoFxnI_1hr_dn_AEID:1147	Txp-263	bond:QQ(Q~O_S)_sulfur_oxide	5	3	2	53	247	0.5227696299552917	6.990566253662109	0.044693492352962494	0.1430499255657196	0.9955231547355652
APR_Hepat_MitoFxnI_1hr_dn_AEID:1147	Txp-586	ring:aromatic_benzene	194	47	147	9	102	0.6244621276855469	3.6235828399658203	0.00023751847038511187	0.2759699523448944	0.9999393224716187
APR_Hepat_MitoFxnI_1hr_dn_AEID:1147	Txp-611	ring:hetero_[5]_N_pyrazole	7	5	2	51	247	0.5406267642974854	12.107843399047852	0.002777824178338051	0.08259109407663345	0.9998170137405396
APR_Hepat_MitoFxnI_1hr_dn_AEID:1147	Txp-632	ring:hetero_[5]_Z_1_2-Z	10	5	5	51	244	0.534602701663971	4.784313678741455	0.0211475882679224	0.20901639759540558	0.9965464472770691
APR_Hepat_MitoFxnI_24hr_dn_AEID:1163	Txp-117	bond:COC_ether_aromatic	15	5	10	40	250	0.5363247990608215	3.125	0.05343063920736313	0.3199999928474426	0.9868223071098328
APR_Hepat_MitoFxnI_24hr_dn_AEID:1163	Txp-123	bond:COH_alcohol_aromatic	9	4	5	41	255	0.5348290801048279	4.97560977935791	0.02992056868970394	0.20098039507865906	0.9954812526702881
APR_Hepat_MitoFxnI_24hr_dn_AEID:1163	Txp-124	bond:COH_alcohol_aromatic_phenol	9	4	5	41	255	0.5348290801048279	4.97560977935791	0.02992056868970394	0.20098039507865906	0.9954812526702881
APR_Hepat_MitoFxnI_24hr_dn_AEID:1163	Txp-183	bond:CX_halide_aromatic-X_ether_aromatic_(Ph-O-Ph)	15	5	10	40	250	0.5363247990608215	3.125	0.05343063920736313	0.3199999928474426	0.9868223071098328
APR_Hepat_MitoFxnI_24hr_dn_AEID:1163	Txp-263	bond:QQ(Q~O_S)_sulfur_oxide	5	3	2	42	258	0.5294871926307678	9.214285850524902	0.024327730759978294	0.10852713137865067	0.9981223344802856
APR_Hepat_MitoFxnI_24hr_dn_AEID:1163	Txp-588	ring:aromatic_phenyl	28	11	17	34	243	0.5895299315452576	4.62456750869751	0.0007055633468553424	0.2162364423274994	0.9998655915260315
APR_Hepat_MitoFxnI_24hr_dn_AEID:1163	Txp-610	ring:hetero_[5]_N_imidazole	6	3	3	42	257	0.5275641083717346	6.11904764175415	0.043634772300720215	0.16342411935329437	0.9949793219566345
APR_Hepat_MitoFxnI_24hr_dn_AEID:1163	Txp-611	ring:hetero_[5]_N_pyrazole	7	4	3	41	257	0.5386751890182495	8.357723236083984	0.010444740764796734	0.11964980512857437	0.9990473389625549
APR_Hepat_MitoFxnI_24hr_dn_AEID:1163	Txp-632	ring:hetero_[5]_Z_1_2-Z	10	4	6	41	254	0.5329059958457947	4.1300811767578125	0.04450944811105728	0.2421259880065918	0.991962730884552
APR_Hepat_MitoFxnI_48hr_dn_AEID:1179	Txp-123	bond:COH_alcohol_aromatic	9	5	4	37	259	0.5519192218780518	8.75	0.003265015548095107	0.11428571492433548	0.9997013807296753
APR_Hepat_MitoFxnI_48hr_dn_AEID:1179	Txp-124	bond:COH_alcohol_aromatic_phenol	9	5	4	37	259	0.5519192218780518	8.75	0.003265015548095107	0.11428571492433548	0.9997013807296753
APR_Hepat_MitoFxnI_48hr_up_AEID:1180	Txp-114	bond:COC_ether_aliphatic	23	3	20	7	275	0.6161016821861267	5.892857074737549	0.03180785849690437	0.16969697177410126	0.9961469173431396
APR_Hepat_MitoFxnI_48hr_up_AEID:1180	Txp-36	bond:C(=O)N_carboxamide_(NR2)	22	3	19	7	276	0.6177965998649597	6.225564002990723	0.028161583468317986	0.16062802076339722	0.9967634081840515
APR_Hepat_NuclearSize_24hr_dn_AEID:1165	Txp-114	bond:COC_ether_aliphatic	23	5	18	18	264	0.5767807364463806	4.0740742683410645	0.020930400118231773	0.2454545497894287	0.9959547519683838
APR_Hepat_NuclearSize_24hr_dn_AEID:1165	Txp-123	bond:COH_alcohol_aromatic	9	3	6	20	276	0.5545790791511536	6.900000095367432	0.023421427235007286	0.14492753148078918	0.9975649118423462
APR_Hepat_NuclearSize_24hr_dn_AEID:1165	Txp-124	bond:COH_alcohol_aromatic_phenol	9	3	6	20	276	0.5545790791511536	6.900000095367432	0.023421427235007286	0.14492753148078918	0.9975649118423462
APR_Hepat_NuclearSize_24hr_dn_AEID:1165	Txp-163	bond:CX_halide_alkyl-X_ethyl_generic	8	3	5	20	277	0.5563521385192871	8.3100004196167	0.016425980255007744	0.12033694237470627	0.9985750913619995
